Customer_ID,Company_Name,Industry,Country,Company_Size,Account_Manager,Plan_Tier,Billing_Cycle,Monthly_Recurring_Revenue,Signup_Date,Last_Active_Date,Payment_Status,Active_Seats_Used,Total_Seats_Allowed,Support_Tickets_30d,Feature_Adoption_Rate,Churn_Risk_Score,Is_Churned
CUST-15945,Vibe Net 645,FinTech,India,501-1000,Marcus Vance,Enterprise,Annual,7686,14/05/2024,12/09/2025,Active,171,419,5,32%,Low,1
CUST-15946,Secure AI 252,CyberSecurity,France,01-Oct,Elena Rostova,Starter,Monthly,129,11/11/2024,26/02/2026,Active,3,7,3,47%,Low,0
CUST-15947,Data AI 267,CyberSecurity,USA,01-Oct,Marcus Vance,Starter,Monthly,79,04/12/2024,19/02/2026,Pending,2,3,1,76%,Low,0
CUST-15948,Secure Flow 135,DevTools,Australia,01-Oct,Aisha Khan,Starter,Monthly,79,27/08/2025,28/02/2026,Active,5,9,2,66%,Low,0
CUST-15949,Cloud Tech 494,Logistics,Australia,501-1000,Marcus Vance,Enterprise,Monthly,8107,19/12/2024,17/02/2026,Active,366,516,3,65%,Low,0
CUST-15950,Cloud AI 687,EdTech,UK,501-1000,Sarah Jenkins,Enterprise,Monthly,2119,21/07/2024,20/02/2026,Active,163,382,5,49%,Low,0
CUST-15951,Vibe Logic 849,HealthTech,Germany,01-Oct,Elena Rostova,Starter,Monthly,129,25/10/2024,23/02/2026,Active,3,4,1,89%,Low,0
CUST-15952,Hyper Net 974,EdTech,Singapore,201-500,Marcus Vance,Pro,Monthly,249,26/11/2025,20/02/2026,Active,14,31,6,46%,Low,0
CUST-15953,Data Net 775,MarTech,UK,501-1000,Sarah Jenkins,Enterprise,Monthly,4750,12/11/2025,26/02/2026,Active,834,848,2,89%,Low,0
CUST-15954,Secure AI 622,Logistics,Singapore,Nov-50,Sarah Jenkins,Starter,Monthly,129,28/11/2022,28/02/2026,Active,2,3,4,65%,Low,0
CUST-15955,Nexus Flow 405,EdTech,Singapore,Nov-50,Aisha Khan,Starter,Monthly,49,31/10/2025,24/02/2026,Active,1,4,4,40%,Low,0
CUST-15956,Cloud Flow 329,E-Commerce,Australia,51-200,Marcus Vance,Pro,Monthly,249,21/12/2023,21/02/2026,Active,46,51,1,82%,Low,0
CUST-15957,Data Net 524,MarTech,Australia,01-Oct,Aisha Khan,Starter,Annual,49,29/05/2025,28/02/2026,Pending,5,6,1,89%,Low,0
CUST-15958,Quantum AI 927,E-Commerce,India,51-200,David Ross,Pro,Monthly,499,22/08/2025,23/02/2026,Active,31,39,0,86%,Low,0
CUST-15959,Pulse Solutions 692,MarTech,India,01-Oct,Sarah Jenkins,Starter,Monthly,99,15/06/2024,17/02/2026,Active,1,3,5,66%,Low,0
CUST-15960,Hyper Tech 644,Logistics,UK,501-1000,Sarah Jenkins,Enterprise,Monthly,4500,20/11/2024,17/02/2026,Active,656,762,2,96%,Low,0
CUST-15961,Vibe Scale 272,MarTech,India,Nov-50,Marcus Vance,Starter,Monthly,49,30/11/2022,15/02/2026,Pending,3,6,3,58%,Low,0
CUST-15962,Secure Metrics 189,Logistics,India,01-Oct,David Ross,Starter,Monthly,129,23/01/2026,15/02/2026,Active,5,7,3,73%,Low,0
CUST-15963,Quantum Metrics 855,Logistics,USA,51-200,Aisha Khan,Pro,Annual,299,02/01/2025,28/02/2026,Active,16,24,4,61%,Low,0
CUST-15964,Data Metrics 740,EdTech,UK,01-Oct,Aisha Khan,Starter,Monthly,129,20/11/2024,20/02/2026,Active,2,4,5,63%,Low,0
CUST-15965,Quantum Flow 335,HealthTech,Australia,01-Oct,Elena Rostova,Starter,Monthly,99,02/04/2023,26/02/2026,Active,6,8,0,94%,Low,0
CUST-15966,Cloud Net 261,EdTech,UK,01-Oct,Aisha Khan,Starter,Monthly,79,01/04/2023,16/02/2026,Active,2,6,5,54%,Low,0
CUST-15967,Secure Scale 378,HealthTech,UK,Nov-50,Sarah Jenkins,Starter,Monthly,79,06/11/2024,27/02/2026,Active,1,3,5,47%,Low,0
CUST-15968,Hyper Logic 988,HealthTech,France,01-Oct,Elena Rostova,Starter,Annual,99,17/11/2024,16/02/2026,Active,5,7,3,71%,Low,0
CUST-15969,Hyper Scale 123,EdTech,India,01-Oct,Aisha Khan,Starter,Monthly,49,06/01/2025,23/02/2026,Active,2,3,2,90%,Low,0
CUST-15970,Apex Tech 303,DevTools,USA,Nov-50,Elena Rostova,Starter,Monthly,129,26/12/2024,16/02/2026,Active,3,5,4,61%,Low,0
CUST-15971,Cloud AI 576,FinTech,USA,51-200,Marcus Vance,Pro,Monthly,299,03/09/2024,23/02/2026,Active,23,36,5,58%,Low,0
CUST-15972,Quantum Solutions 456,CyberSecurity,Germany,201-500,Marcus Vance,Enterprise,Monthly,1726,26/04/2024,23/02/2026,Active,421,605,4,77%,Low,0
CUST-15973,Cloud AI 517,EdTech,Australia,01-Oct,David Ross,Starter,Annual,49,01/08/2023,23/02/2026,Active,1,3,4,65%,Low,0
CUST-15974,Quantum Net 590,DevTools,India,51-200,Marcus Vance,Pro,Annual,399,13/09/2025,24/02/2026,Active,22,52,4,46%,Low,0
CUST-15975,Apex Tech 124,EdTech,India,01-Oct,Marcus Vance,Starter,Annual,99,16/02/2025,27/02/2026,Active,2,4,4,65%,Low,0
CUST-15976,Secure Labs 515,FinTech,Germany,1000+,David Ross,Enterprise,Monthly,2833,02/12/2023,20/02/2026,Active,140,159,2,84%,Low,0
CUST-15977,Secure Metrics 692,HealthTech,Germany,Nov-50,Marcus Vance,Starter,Annual,99,14/05/2025,15/02/2026,Active,6,9,4,83%,Low,0
CUST-15978,Apex Tech 647,Logistics,Singapore,201-500,Elena Rostova,Pro,Monthly,299,18/05/2025,24/02/2026,Active,30,41,2,80%,Low,0
CUST-15979,Quantum Tech 190,DevTools,USA,01-Oct,David Ross,Starter,Monthly,129,07/06/2025,21/02/2026,Active,8,10,2,85%,Low,0
CUST-15980,Apex Solutions 920,DevTools,Canada,501-1000,Elena Rostova,Enterprise,Annual,6480,20/09/2023,22/02/2026,Active,325,326,2,100%,Low,0
CUST-15981,Hyper Net 919,HealthTech,Germany,51-200,Sarah Jenkins,Pro,Monthly,299,19/03/2023,16/02/2026,Active,24,53,8,37%,Low,0
CUST-15982,Cloud Flow 630,MarTech,Australia,01-Oct,Marcus Vance,Starter,Monthly,129,17/07/2024,22/02/2026,Active,2,4,4,74%,Low,0
CUST-15983,Data Net 937,EdTech,USA,01-Oct,Sarah Jenkins,Starter,Monthly,49,16/10/2023,26/02/2026,Active,3,6,2,57%,Low,0
CUST-15984,Secure AI 754,E-Commerce,India,201-500,Marcus Vance,Pro,Annual,299,11/12/2024,25/02/2026,Active,23,32,3,68%,Low,0
CUST-15985,Data Metrics 875,Logistics,UK,01-Oct,Elena Rostova,Starter,Monthly,99,06/10/2023,28/02/2026,Active,3,4,2,93%,Low,0
CUST-15986,Apex AI 828,CyberSecurity,UK,51-200,Sarah Jenkins,Pro,Monthly,499,16/08/2024,25/02/2026,Active,36,37,1,100%,Low,0
CUST-15987,Data Labs 826,DevTools,Singapore,Nov-50,David Ross,Starter,Annual,129,16/11/2024,12/10/2025,Active,3,5,3,59%,Low,1
CUST-15988,Nexus Metrics 295,CyberSecurity,Australia,01-Oct,David Ross,Starter,Monthly,99,07/12/2024,25/02/2026,Active,5,10,3,63%,Low,0
CUST-15989,Vibe Flow 733,MarTech,France,01-Oct,Marcus Vance,Starter,Monthly,99,13/06/2024,18/02/2026,Active,2,4,4,81%,Low,0
CUST-15990,Vibe Solutions 655,Logistics,Australia,01-Oct,Sarah Jenkins,Starter,Monthly,129,31/10/2025,19/02/2026,Active,3,9,4,45%,Low,0
CUST-15991,Omni Metrics 801,DevTools,Australia,01-Oct,David Ross,Starter,Monthly,129,27/07/2025,22/02/2026,Active,4,7,5,55%,Low,0
CUST-15992,Vibe Net 985,E-Commerce,Singapore,01-Oct,David Ross,Starter,Annual,129,21/07/2023,15/02/2026,Active,2,6,6,40%,Low,0
CUST-15993,Nexus Logic 589,E-Commerce,USA,01-Oct,Elena Rostova,Starter,Monthly,79,07/04/2024,27/02/2026,Active,4,9,3,55%,Low,0
CUST-15994,Omni Logic 721,Logistics,Canada,51-200,Aisha Khan,Pro,Monthly,299,19/10/2023,17/02/2026,Active,22,32,3,69%,Low,0
CUST-15995,Hyper Tech 124,DevTools,UK,01-Oct,Sarah Jenkins,Starter,Monthly,129,09/08/2025,23/02/2026,Pending,4,5,1,93%,Low,0
CUST-15996,Nexus Logic 823,Logistics,Australia,01-Oct,Marcus Vance,Starter,Monthly,129,28/04/2023,16/02/2026,Active,6,7,4,90%,Low,0
CUST-15997,Data AI 536,EdTech,USA,01-Oct,David Ross,Starter,Monthly,129,25/07/2023,18/02/2026,Active,3,4,0,93%,Low,0
CUST-15998,Data Scale 420,Logistics,Singapore,201-500,Marcus Vance,Pro,Annual,399,01/12/2023,24/02/2026,Active,49,52,0,96%,Low,0
CUST-15999,Nexus Flow 438,CyberSecurity,Germany,01-Oct,Sarah Jenkins,Starter,Monthly,129,14/08/2024,24/02/2026,Active,4,9,6,47%,Low,0
CUST-16000,Data Labs 674,DevTools,Canada,201-500,Aisha Khan,Pro,Monthly,299,17/11/2025,26/02/2026,Active,18,33,5,65%,Low,0
CUST-16001,Quantum AI 634,EdTech,Germany,51-200,Elena Rostova,Pro,Monthly,299,19/09/2023,18/02/2026,Active,26,40,4,73%,Low,0
CUST-16002,Secure Labs 823,DevTools,Canada,01-Oct,Marcus Vance,Starter,Annual,49,25/11/2024,17/02/2026,Active,3,6,4,59%,Low,0
CUST-16003,Apex Tech 317,FinTech,India,Nov-50,Sarah Jenkins,Starter,Annual,79,01/08/2023,19/02/2026,Active,1,3,3,57%,Low,0
CUST-16004,Nexus Flow 138,EdTech,Germany,51-200,Elena Rostova,Pro,Monthly,299,18/10/2023,17/02/2026,Active,18,43,4,51%,Low,0
CUST-16005,Vibe Tech 624,HealthTech,Australia,01-Oct,Elena Rostova,Starter,Monthly,99,10/02/2024,24/02/2026,Active,7,10,2,78%,Low,0
CUST-16006,Quantum Sphere 192,HealthTech,UK,501-1000,Sarah Jenkins,Enterprise,Annual,6603,11/01/2026,27/02/2026,Active,466,932,4,50%,Low,0
CUST-16007,Nexus Tech 158,FinTech,Singapore,Nov-50,Elena Rostova,Starter,Monthly,99,16/05/2023,23/02/2026,Pending,5,10,5,65%,Low,0
CUST-16008,Vibe Solutions 394,HealthTech,France,501-1000,Aisha Khan,Enterprise,Annual,4743,18/12/2024,21/02/2026,Active,391,581,6,59%,Low,0
CUST-16009,Apex Flow 452,EdTech,Canada,Nov-50,Marcus Vance,Starter,Monthly,49,04/05/2025,27/02/2026,Active,4,5,1,100%,Low,0
CUST-16010,Hyper Flow 671,E-Commerce,Singapore,01-Oct,Sarah Jenkins,Starter,Monthly,99,12/11/2023,26/02/2026,Active,5,8,2,69%,Low,0
CUST-16011,Apex Scale 432,DevTools,Australia,01-Oct,Marcus Vance,Starter,Annual,99,14/11/2024,20/02/2026,Active,3,4,2,82%,Low,0
CUST-16012,Secure Flow 783,FinTech,France,201-500,Sarah Jenkins,Pro,Monthly,299,08/04/2023,19/02/2026,Failed,17,20,1,82%,Low,0
CUST-16013,Quantum AI 145,DevTools,Singapore,Nov-50,Sarah Jenkins,Starter,Monthly,79,28/06/2024,25/02/2026,Active,4,5,1,97%,Low,0
CUST-16014,Omni Tech 774,DevTools,USA,01-Oct,Aisha Khan,Starter,Monthly,99,23/03/2023,19/02/2026,Active,7,10,3,83%,Low,0
CUST-16015,Quantum Metrics 230,E-Commerce,France,201-500,Marcus Vance,Pro,Monthly,499,03/07/2023,17/02/2026,Active,31,34,1,98%,Low,0
CUST-16016,Vibe Labs 583,FinTech,UK,51-200,Marcus Vance,Pro,Annual,399,06/05/2023,17/02/2026,Active,54,56,1,100%,Low,0
CUST-16017,Hyper Labs 374,FinTech,France,01-Oct,David Ross,Starter,Monthly,49,05/01/2024,24/02/2026,Active,5,10,5,49%,Low,0
CUST-16018,Quantum Metrics 547,E-Commerce,India,51-200,Elena Rostova,Pro,Annual,499,14/01/2025,24/02/2026,Active,14,30,5,56%,Low,0
CUST-16019,Hyper AI 613,HealthTech,India,51-200,Marcus Vance,Pro,Annual,399,29/01/2025,15/02/2026,Active,38,43,2,93%,Low,0
CUST-16020,Cloud Flow 587,EdTech,India,51-200,Sarah Jenkins,Pro,Annual,399,18/06/2025,16/02/2026,Active,21,23,1,94%,Low,0
CUST-16021,Omni Flow 318,DevTools,UK,01-Oct,Elena Rostova,Starter,Monthly,79,23/03/2024,22/02/2026,Active,2,3,2,83%,Low,0
CUST-16022,Nexus Scale 842,CyberSecurity,India,01-Oct,Sarah Jenkins,Starter,Monthly,49,24/11/2024,23/02/2026,Pending,5,9,3,64%,Low,0
CUST-16023,Apex Net 360,CyberSecurity,France,51-200,Sarah Jenkins,Pro,Monthly,499,20/11/2025,24/02/2026,Active,26,42,5,59%,Low,0
CUST-16024,Vibe Tech 149,HealthTech,India,51-200,Elena Rostova,Pro,Monthly,299,26/12/2025,21/02/2026,Active,26,56,6,39%,Low,0
CUST-16025,Hyper Sphere 189,DevTools,Germany,01-Oct,Elena Rostova,Starter,Monthly,79,24/03/2023,26/02/2026,Active,4,10,5,39%,Low,0
CUST-16026,Vibe Labs 448,Logistics,France,51-200,Aisha Khan,Pro,Monthly,399,25/12/2024,23/02/2026,Failed,32,45,1,78%,Low,0
CUST-16027,Pulse Solutions 683,DevTools,Singapore,01-Oct,Sarah Jenkins,Starter,Annual,99,04/12/2024,19/02/2026,Active,3,7,6,50%,Low,0
CUST-16028,Hyper AI 250,FinTech,Germany,01-Oct,Elena Rostova,Starter,Monthly,129,16/03/2025,17/02/2026,Failed,7,8,2,83%,Low,0
CUST-16029,Vibe Metrics 831,Logistics,France,01-Oct,Aisha Khan,Starter,Annual,79,01/09/2025,26/02/2026,Active,4,5,2,91%,Low,0
CUST-16030,Vibe AI 401,Logistics,UK,01-Oct,David Ross,Starter,Monthly,49,17/08/2024,26/02/2026,Pending,3,4,2,91%,Low,0
CUST-16031,Omni Solutions 433,MarTech,Canada,01-Oct,David Ross,Starter,Annual,99,01/07/2025,22/02/2026,Active,2,4,3,54%,Low,0
CUST-16032,Vibe Flow 311,Logistics,Canada,51-200,David Ross,Pro,Monthly,499,03/09/2025,22/02/2026,Active,12,21,5,60%,Low,0
CUST-16033,Pulse Flow 943,DevTools,Germany,01-Oct,Marcus Vance,Starter,Monthly,79,19/12/2022,16/02/2026,Active,7,10,3,82%,Low,0
CUST-16034,Nexus Scale 588,EdTech,Germany,51-200,Marcus Vance,Pro,Monthly,499,28/12/2022,26/02/2026,Active,26,30,2,97%,Low,0
CUST-16035,Omni Sphere 156,E-Commerce,India,01-Oct,Sarah Jenkins,Starter,Monthly,99,18/04/2024,24/02/2026,Active,3,4,2,93%,Low,0
CUST-16036,Quantum Labs 292,DevTools,Australia,Nov-50,Sarah Jenkins,Starter,Monthly,129,04/02/2023,17/02/2026,Active,3,7,6,44%,Low,0
CUST-16037,Vibe Net 145,FinTech,USA,Nov-50,Elena Rostova,Starter,Monthly,99,23/05/2024,26/02/2026,Pending,6,7,2,88%,Low,0
CUST-16038,Omni AI 804,Logistics,India,51-200,David Ross,Pro,Monthly,249,16/08/2024,23/02/2026,Active,18,28,2,74%,Low,0
CUST-16039,Nexus Logic 160,EdTech,France,01-Oct,Aisha Khan,Starter,Monthly,99,16/04/2024,23/02/2026,Active,5,7,5,73%,Low,0
CUST-16040,Pulse Scale 311,CyberSecurity,Germany,1000+,Marcus Vance,Enterprise,Monthly,6344,18/11/2025,19/02/2026,Active,236,360,3,72%,Low,0
CUST-16041,Hyper AI 923,MarTech,USA,51-200,David Ross,Pro,Monthly,249,29/10/2023,15/02/2026,Active,24,37,5,68%,Low,0
CUST-16042,Omni Logic 471,EdTech,France,51-200,Sarah Jenkins,Pro,Monthly,249,14/02/2024,21/02/2026,Active,20,23,3,90%,Low,0
CUST-16043,Hyper Scale 909,CyberSecurity,Australia,201-500,Aisha Khan,Pro,Annual,249,14/07/2024,22/02/2026,Active,13,29,6,47%,Low,0
CUST-16044,Cloud Tech 420,MarTech,USA,501-1000,Sarah Jenkins,Enterprise,Monthly,7020,02/02/2024,22/02/2026,Active,105,217,6,40%,Low,0
CUST-16045,Data Labs 350,Logistics,USA,201-500,Elena Rostova,Pro,Monthly,299,22/08/2025,25/02/2026,Active,16,25,6,62%,Low,0
CUST-16046,Quantum Logic 637,FinTech,USA,Nov-50,Sarah Jenkins,Starter,Annual,129,16/07/2025,15/02/2026,Active,4,5,1,88%,Low,0
CUST-16047,Data Net 951,DevTools,Germany,501-1000,David Ross,Enterprise,Monthly,2975,08/03/2023,23/02/2026,Active,467,684,3,77%,Low,0
CUST-16048,Cloud Flow 710,DevTools,USA,51-200,Aisha Khan,Pro,Monthly,399,17/09/2023,20/02/2026,Active,34,42,5,76%,Low,0
CUST-16049,Nexus Labs 242,HealthTech,Singapore,01-Oct,Elena Rostova,Starter,Monthly,79,04/12/2025,15/02/2026,Active,2,4,1,76%,Low,0
CUST-16050,Secure Tech 376,FinTech,Australia,01-Oct,David Ross,Starter,Monthly,129,23/11/2023,13/12/2025,Active,2,3,2,100%,Low,1
CUST-16051,Secure Sphere 849,Logistics,France,Nov-50,Elena Rostova,Starter,Monthly,99,17/11/2022,18/02/2026,Active,2,5,3,49%,Low,0
CUST-16052,Data Sphere 547,EdTech,USA,Nov-50,Marcus Vance,Starter,Monthly,49,28/01/2024,20/02/2026,Active,3,6,2,67%,Low,0
CUST-16053,Secure Sphere 298,HealthTech,Canada,Nov-50,Marcus Vance,Starter,Annual,49,26/02/2024,15/02/2026,Active,4,5,4,73%,Low,0
CUST-16054,Data Tech 213,MarTech,UK,01-Oct,Sarah Jenkins,Starter,Annual,129,02/07/2025,26/02/2026,Active,2,3,3,72%,Low,0
CUST-16055,Vibe Labs 632,EdTech,Australia,201-500,Sarah Jenkins,Pro,Monthly,249,14/09/2024,28/02/2026,Active,22,40,4,59%,Low,0
CUST-16056,Secure Solutions 542,CyberSecurity,Canada,501-1000,Elena Rostova,Enterprise,Annual,8463,10/12/2025,15/02/2026,Active,449,809,6,52%,Low,0
CUST-16057,Vibe Scale 425,HealthTech,India,01-Oct,Marcus Vance,Starter,Annual,49,09/10/2023,19/02/2026,Active,2,7,3,46%,Low,0
CUST-16058,Omni Scale 725,HealthTech,India,201-500,Elena Rostova,Pro,Annual,399,08/06/2024,27/02/2026,Active,43,57,4,69%,Low,0
CUST-16059,Apex Solutions 811,MarTech,Australia,01-Oct,Elena Rostova,Starter,Annual,99,20/07/2023,18/02/2026,Active,5,8,5,78%,Low,0
CUST-16060,Cloud Sphere 896,FinTech,UK,01-Oct,Elena Rostova,Starter,Annual,49,27/05/2024,15/02/2026,Active,3,6,4,64%,Low,0
CUST-16061,Vibe AI 201,DevTools,Germany,01-Oct,Sarah Jenkins,Starter,Monthly,129,24/02/2025,20/02/2026,Active,3,4,4,81%,Low,0
CUST-16062,Nexus Logic 530,EdTech,UK,501-1000,Elena Rostova,Enterprise,Annual,4515,21/11/2025,20/02/2026,Active,199,409,4,49%,Low,0
CUST-16063,Quantum Solutions 231,FinTech,UK,1000+,Marcus Vance,Enterprise,Annual,3482,13/01/2025,19/02/2026,Active,485,494,0,100%,Low,0
CUST-16064,Apex Solutions 391,FinTech,Australia,1000+,David Ross,Enterprise,Monthly,6133,28/05/2023,27/02/2026,Active,616,628,3,100%,Low,0
CUST-16065,Nexus Scale 722,EdTech,Australia,01-Oct,Elena Rostova,Starter,Annual,49,31/12/2023,19/02/2026,Failed,2,3,3,89%,Low,0
CUST-16066,Cloud Solutions 450,HealthTech,India,201-500,Elena Rostova,Pro,Monthly,399,21/05/2025,27/02/2026,Active,56,58,0,100%,Low,0
CUST-16067,Omni Net 464,FinTech,USA,Nov-50,Sarah Jenkins,Starter,Monthly,99,27/12/2025,22/02/2026,Active,4,6,4,73%,Low,0
CUST-16068,Vibe Sphere 566,FinTech,USA,201-500,Sarah Jenkins,Enterprise,Monthly,4198,21/04/2024,26/02/2026,Active,324,733,5,42%,Low,0
CUST-16069,Data Labs 543,E-Commerce,Canada,Nov-50,Aisha Khan,Starter,Monthly,99,21/02/2023,17/02/2026,Active,5,8,3,75%,Low,0
CUST-16070,Secure Metrics 221,E-Commerce,France,Nov-50,David Ross,Starter,Monthly,99,15/11/2023,24/02/2026,Active,3,6,5,50%,Low,0
CUST-16071,Data Tech 801,Logistics,Singapore,51-200,Sarah Jenkins,Pro,Monthly,499,22/12/2022,19/02/2026,Active,36,38,1,100%,Low,0
CUST-16072,Cloud Solutions 159,CyberSecurity,Australia,Nov-50,Aisha Khan,Starter,Monthly,49,04/02/2023,26/02/2026,Failed,6,7,2,87%,Low,0
CUST-16073,Cloud AI 625,E-Commerce,Singapore,Nov-50,Elena Rostova,Starter,Monthly,129,28/03/2025,22/02/2026,Active,1,3,3,59%,Low,0
CUST-16074,Omni Flow 751,DevTools,India,Nov-50,David Ross,Starter,Monthly,79,27/01/2025,27/02/2026,Active,2,4,1,79%,Low,0
CUST-16075,Hyper Metrics 880,HealthTech,UK,201-500,Marcus Vance,Enterprise,Annual,3200,13/02/2025,27/02/2026,Active,148,289,4,51%,Low,0
CUST-16076,Cloud Labs 548,E-Commerce,India,201-500,David Ross,Pro,Annual,249,08/01/2025,16/02/2026,Active,20,28,2,70%,Low,0
CUST-16077,Vibe Metrics 112,FinTech,Germany,01-Oct,Marcus Vance,Starter,Annual,99,11/11/2025,21/02/2026,Active,3,5,5,77%,Low,0
CUST-16078,Vibe Sphere 907,Logistics,Canada,51-200,Marcus Vance,Pro,Monthly,399,10/10/2024,19/02/2026,Active,46,50,3,86%,Low,0
CUST-16079,Secure Tech 507,E-Commerce,Canada,51-200,Sarah Jenkins,Pro,Annual,249,06/07/2024,22/02/2026,Active,22,46,6,53%,Low,0
CUST-16080,Data Scale 779,E-Commerce,France,01-Oct,Elena Rostova,Starter,Annual,79,30/06/2024,19/02/2026,Active,3,9,5,46%,Low,0
CUST-16081,Vibe Tech 470,HealthTech,Singapore,Nov-50,David Ross,Starter,Annual,49,21/05/2023,16/02/2026,Active,1,3,3,65%,Low,0
CUST-16082,Vibe Flow 552,Logistics,USA,01-Oct,Aisha Khan,Starter,Monthly,49,19/12/2022,26/02/2026,Active,5,8,4,75%,Low,0
CUST-16083,Secure Flow 521,E-Commerce,Canada,1000+,Sarah Jenkins,Enterprise,Monthly,4404,11/07/2024,20/02/2026,Active,144,165,1,92%,Low,0
CUST-16084,Vibe Logic 583,DevTools,Singapore,01-Oct,David Ross,Starter,Monthly,49,28/07/2025,27/02/2026,Active,6,10,6,52%,Low,0
CUST-16085,Data AI 645,Logistics,UK,01-Oct,Marcus Vance,Starter,Monthly,99,15/01/2025,18/02/2026,Active,3,8,4,31%,Low,0
CUST-16086,Apex Tech 869,EdTech,USA,Nov-50,Sarah Jenkins,Starter,Annual,49,27/12/2024,24/02/2026,Active,6,10,5,67%,Low,0
CUST-16087,Data Solutions 201,Logistics,India,Nov-50,Sarah Jenkins,Starter,Monthly,99,22/10/2025,28/02/2026,Failed,9,10,0,98%,Low,0
CUST-16088,Pulse Flow 995,Logistics,Canada,51-200,Elena Rostova,Pro,Monthly,399,01/04/2024,18/02/2026,Active,47,54,3,86%,Low,0
CUST-16089,Apex Net 108,E-Commerce,Singapore,01-Oct,David Ross,Starter,Annual,49,08/05/2024,27/02/2026,Active,5,10,4,52%,Low,0
CUST-16090,Hyper AI 667,DevTools,Australia,Nov-50,David Ross,Starter,Monthly,129,04/10/2025,27/02/2026,Active,2,5,7,42%,Low,0
CUST-16091,Hyper Logic 190,HealthTech,UK,01-Oct,Marcus Vance,Starter,Annual,99,12/02/2025,20/02/2026,Active,3,5,4,74%,Low,0
CUST-16092,Secure Tech 377,DevTools,UK,01-Oct,Aisha Khan,Starter,Monthly,129,23/02/2024,23/02/2026,Active,4,5,0,100%,Low,0
CUST-16093,Hyper AI 819,EdTech,Canada,01-Oct,Marcus Vance,Starter,Annual,99,04/12/2024,10/11/2025,Active,3,6,5,63%,Low,1
CUST-16094,Quantum Net 458,EdTech,India,01-Oct,Aisha Khan,Starter,Monthly,129,16/01/2023,26/02/2026,Active,4,5,2,96%,Low,0
CUST-16095,Cloud Labs 695,EdTech,France,01-Oct,David Ross,Starter,Annual,49,13/01/2024,22/02/2026,Active,3,9,4,37%,Low,0
CUST-16096,Cloud Sphere 640,EdTech,Germany,201-500,Aisha Khan,Pro,Monthly,249,25/07/2025,23/02/2026,Active,47,51,1,96%,Low,0
CUST-16097,Cloud Solutions 180,EdTech,USA,51-200,Marcus Vance,Pro,Monthly,499,10/03/2024,06/11/2025,Failed,22,55,6,39%,Medium,1
CUST-16098,Hyper Flow 613,Logistics,France,01-Oct,Aisha Khan,Starter,Annual,99,19/02/2023,22/02/2026,Active,5,8,3,55%,Low,0
CUST-16099,Omni Net 926,MarTech,UK,51-200,Aisha Khan,Pro,Monthly,499,06/01/2023,22/02/2026,Active,16,39,4,34%,Low,0
CUST-16100,Vibe Solutions 809,FinTech,UK,201-500,Marcus Vance,Pro,Monthly,299,03/02/2024,23/02/2026,Active,28,42,2,64%,Low,0
CUST-16101,Vibe Labs 848,EdTech,UK,Nov-50,David Ross,Starter,Monthly,99,02/06/2024,23/02/2026,Active,5,10,6,43%,Low,0
CUST-16102,Vibe Scale 981,FinTech,Australia,501-1000,David Ross,Enterprise,Annual,6993,04/05/2023,21/02/2026,Active,153,206,5,67%,Low,0
CUST-16103,Omni Sphere 997,FinTech,Singapore,51-200,Aisha Khan,Pro,Monthly,299,26/02/2023,26/02/2026,Active,49,57,2,91%,Low,0
CUST-16104,Cloud Net 195,FinTech,Canada,51-200,Sarah Jenkins,Pro,Monthly,499,22/09/2025,18/02/2026,Active,45,53,3,90%,Low,0
CUST-16105,Cloud Tech 833,EdTech,Australia,51-200,Elena Rostova,Pro,Monthly,299,14/04/2023,15/02/2026,Active,14,31,3,45%,Low,0
CUST-16106,Hyper Logic 535,FinTech,Canada,51-200,Elena Rostova,Pro,Annual,399,05/08/2024,21/02/2026,Active,9,20,5,50%,Low,0
CUST-16107,Omni Scale 355,DevTools,UK,01-Oct,Marcus Vance,Starter,Annual,79,07/12/2024,22/02/2026,Active,3,7,6,43%,Low,0
CUST-16108,Omni Logic 193,HealthTech,Canada,01-Oct,Sarah Jenkins,Starter,Monthly,129,29/09/2024,27/02/2026,Active,4,9,6,37%,Low,0
CUST-16109,Hyper Tech 298,DevTools,Germany,Nov-50,Sarah Jenkins,Starter,Monthly,129,25/03/2023,17/02/2026,Pending,3,4,1,95%,Low,0
CUST-16110,Apex Metrics 557,HealthTech,India,01-Oct,Aisha Khan,Starter,Monthly,49,03/12/2025,18/02/2026,Pending,2,3,4,78%,Low,0
CUST-16111,Secure Scale 100,MarTech,Australia,01-Oct,Sarah Jenkins,Starter,Monthly,129,20/01/2023,23/02/2026,Active,6,7,1,87%,Low,0
CUST-16112,Secure Scale 322,EdTech,USA,01-Oct,David Ross,Starter,Annual,79,20/06/2025,28/02/2026,Active,5,9,5,56%,Low,0
CUST-16113,Apex Labs 847,Logistics,Singapore,51-200,David Ross,Pro,Annual,299,04/04/2024,15/02/2026,Active,31,35,1,94%,Low,0
CUST-16114,Secure Metrics 445,CyberSecurity,UK,01-Oct,Sarah Jenkins,Starter,Monthly,79,06/02/2023,18/02/2026,Active,6,7,3,95%,Low,0
CUST-16115,Hyper Logic 624,FinTech,Germany,Nov-50,David Ross,Starter,Annual,99,21/06/2023,24/02/2026,Active,2,5,5,67%,Low,0
